Review
lumayan lah rasanya, agak keasinan buat yg gasuka asin, pastry masi kriuk
Nice
Enak
kayaknya lebih enak makan langsung di tempat
Alhamdulillah akhirnya sampai, semoga berkah dan bermanfaat, sukses selalu untuk kakaknya
Enak buat di jadikan cemilan..
Mantap.. The Best ini..
sudah pernah nyobain semua rasa Bittersweetnya, rasanya bikin nagih, coklatnya berkualitas. Cocok untuk buka puasa. packing sangat aman.
Ranaya enak pengiriman baik sesuai notes 
Rasanya enak  pengiriman baik sampai di tangan konsumen dengan baik
super enak. rasanya konsisten. kalo pengen dessertbox selalu beli di sini. nggak terpikir samsek nyari di tempat lain
makasih bgt lho, pdhl hrsnya po  hr dan ga mnta cpet, tau udh smpe aja, makasih lhoo, sygnya yg psen udh mudik dluan 
LOH KOK SEHARI LANGSUNG SAMPE? katanya pre order. Ga jadi nunggu lama dong saya. Makasi loh cepet kirimnya. Lumayan rasanya. Kirain kaya milkbun yg lagi viral itu tekstur...
dapet harga diskon  rb plus cashback juga rb! isi nya  jar macem rasa. mantap dan kualitas nya oke. thanks yo!
keliatannya enak
Recommended seller
mantul sesuai pesanan. fast delivery
saya pesan  parcel, di kirim cuma satu. dari foto pengiriman jg cuma satu
Alhamdulillah ... sampai dengan aman, packingan juga rapih dan aman. ternyata kue nya kecil, terima kasih
maaf lupa fotoin, enak dan cepat pengirimannya sesuai jadwal, Terima kasih
terima kasih, pengiriman super cepat
produk bagus sesuai ekspektasi good seller good kurir good taste good job
produk sdh tiba dengan selamat good seller good kurir good taste
Enak... selalu enak..  Tapi sayang_ ngga dpt Tas (Hampers Pink) nya.. 
Soal rasa, layer Najla udah paling nomor satu.Harga juga sangat rasional.Utk yg varian abon layer ini bs hemat ongkir krn gk musti pakai express atau sameday utk pengirim...
nice
WAWW MANTAP PACKING AMAN
Hampers cantiknya tiba dengan aman. Pengiriman jg cepet.. tks
enaaak! cookies dgn  siraman rasa berbeda! ihhhh dpt lipstik checkmate lagi ya Allah seneng bgt!!!!
barang diterima dengan baik, pengemasan aman, barang sampai dengan cepat, rasa tak perlu diragukan
"Rasa dan kualitas konsisten  packingnya juga aman (belapis"")"
Packagingnya bagus
gak usah d ragukan lagiii udah pasti mantul
walau nyampe nya lama, tetep saya kasih bintang  , terimakasih, semoga berkah
Sorry bintang gw kurangin . Tiati mesen disini, mesen varian ini jam satu seharga rb dlm jam nyampe, nambah mesen varian yg rb jam satu. udh hari gada kejelasan, p...
enak,bnyak diskon,pasti akan beli lagi,terima kasih
Pesannya  snacktok full cookies eh yg dtg malah satu snacktok full cookies sama hazelnut layers. Entah admin ceroboh apa sengaja krn varian yg dipilih abis hrsnya kelebi...
ancuran bentukannya ..
kemasan yg matcha luber keluar tapi gak parah.
pelayanan gak kaleng, sempet ada yg tertinggal trs dikirim ulang donk (walaupun kartu ucapannya kelupaan gak dikriim tp gpp), thx ya kak..
pengiriman cepat  makasih ya
pengiriman cepat
Tidak sesuai deskripsi, lipstik yang didapat seharusnya beda shade tapi yang datang shadenya sama semua. Bahkan sudah nulis dicatatan untuk di QC ulang sebelum dikirim ag...
bagus
pengiriman di hari yg sama, thankyou bittersweet by najla
pengiriman oleh ID express, lamanya gak ketulungan 
Pengiriman di hari yang sama.
Ternyata tidak semua item bisa masuk ke box, tapi tidak apa, tetap bintang  karena pengiriman di hari yang sama 
agak meleleh Karena jeda sehari. dari  Masih Ada satu Yang bagus
enak sih ini, rasanya pas, almondnya banyak, ibu saya suka sekali.
yg cheese aman tp nutella lumer keluar nempel d bubblewrap dan sela bibir ny, jd brminyak gt pgang ny.. but overall packing aman, trims 
Barang yang dikirim sesuai dengan yang dipesan.
Milk bun enak bgt
enak, saran kedepannya mungkin bisa dibikin varian dark choconya buat pecinta coklat yg agak pahit tapi gasuka kopi like me wkwk
enak bangettt...buat yg berumur sih kemanisan, tp buat anak² pasti sukaa
mantaff nyari yg promo hehee
packing aman, barang oke, thx seller
rasanya enak banget
enak
enak cocok buat yg sweet tooth
enak bgtt! apalagi klo di taro kulkas dingin gtt enak, masukin oven makan pas anget gt jg enak pas event harga jd murce
pengiriman tpt waktu,semoga ok rasanya
Endulll
Top
Free choco bon ga dikirim, sayangnya ga ada videonya. Tapi ysudahlah untung gratis. Harusnya yg lebih teliti dr pihak sananya. Rasanya ok. Cm kecewa aja ini paket tapi te...
rasanya enak banget, dan udah beli snacktok berkali kali masih aja ketagihan sama rasanya, kek nya pasti beli lagi nih next day
Enaaakkk, tp sdkt kemanisan buat sy. Kerenyahan oke, perpaduan antara coklat dan kacang ringan pas.
Semuanya enak cuman buatku kemanisan banget :', tapi serius enak
Selalu enak produknya dan bikin nagih.
lipsticknya cakep, snacknya renyah enak, toplesnya lucu bentuk lipstick, suka semuanyaaa,,,, 
rasanya lumatan enak
Pengiriman cepat dan customer service responsif.
buat hampers ini okehh bangett,,,
Enaaaak banget Coklatnya juga enak ga bikin eneg Packaging juga ok Abakku doyan banget
worth it
mntp pertama kali ulasan di tokopedia Bittersweet by Najla
Penawaran produk kurang jelas, rasanya eneg banget, tekstur cookienya seharusnya lebih basah tidak kering
Terima kasih ya seller, produk nya sudah tiba sesuai order 
enak, sering promo ya
mantaff
enak
Maasyaa Allah, Allahumma Baarik Seenak ituu choco queennya
"Yummyyy... cocok buat ngemil abis tarawih. Alhamdulillah, dapat harga @k. Lumayan buat ""obat kangen"" 

Sering ya ngasih diskon, nggak cuma waktu Ramadhan aja..."
rekomend
enak bgt dan bikin nagih
Cokelatnya keluar dari bungkusaannya. Semoga Packaging nya lebih baik lagi kedepannya. Sisanya bagus semua.
seller ramah, pengiriman cepat, rasa enak, terimakasih
Enak
kesukaan kesayangan akoh....
Satisfied banget, pengiriman cepat
super enak, tks
semuanya kemanisan menurut aku
Sesuai pesanan, barang diterima dengan baik
Kemasan berlapus tapi isi berantakan karena mungkin ada bagian yg meleleh dan terbolak balik.  Untuk yg jenis ini kao saya agak kurang suka tekstur dan rasanya 
tetap suka
selalu suka ....
Alhamdulillah akhirnya yg di tunggu² anakku Dateng juga..kata anakku enak bnget coklatnya melimpah
enak bgtt
choco bonbonnya tidak dikirimkan
Ya Allah, sesungguhnya hamba memohon kepada-Mu agar Engkau melimpahkan rezeki kepadaku rezeki halal, luas, tanpa susah payah, tanpa memberatkan, tanpa membahayakan, dan t...
lumayan enakk dan sering - sering ngadain promo yaa
agak keras crombo nya
rasanya mantul bgt
belum dicoba & ternyata kecil ya
Enakk
Enak
pengemasan sangaat aman.. kotaknya oke.. untuk rasa sebenarnya selera..maaf..buat saya rasanya agak maniis giung gitu.. tp overall okeee..dapat diskon pulak.. sukses sela...
Enak sekali cucu saya suka 
"packing aman, sampai dengan aman, 
rasa enak tapi yang free produk baru kurang suka sih"
Ini pembelian kedua dan langsung beli  bundle, karna adek saya ketagihan soalnya almond nya gurih banget.
Mantap
menurut sy snack toknya terlalu manis, Sampek giung, maaf yaa, Nutella Layernya kurang nutrlanya, trus terlalu berminyak, maaf yaa.... choco bonbonnya juga kemanisna maaf...
sampai dengan cepat
enak.krunchy coklatnya terasa
Terima kasihh, ukuran ny semakin kecil saja ya hehe
rasa selalu oke... pengiriman aman juga... thank you. tempatnya tebel yaa ternyata skrg, bisa dipake wadah perabotan wkwk
yg tiramisu asem
kurang bagus
pesanan sesuai, packing aman, masingmasing toples ada bubble wrap, ada satu yang sedikit luber, mungkin isinya terlalu banyak jadi saat toples ditutup jadi luber keluar tapi...
enak, favorite saya
enak tapi buat saya terlalu maniz
Belum dibuka. masuk ke freezer dulu. pernah beli ini beberapa kali . memang enak bgt. packing aman. pakai paxel mantap bgt. rajin org nya. mlm pun dikirim oneday tiba.  s...
"Pengiriman  hari, terlalu lama menurut saya. 
Rasa cookies enak, choco lava terlalu manis buat saya."
Super enak, mantap, tekstur lembut
"ini sih enak nya kebangetan, dapat flash sale juga dr live rb aja. 
Thanks seller selalu terbaik beli di Bittersweet."
topppp enak bgt....
packing supper aman, cokelat tidak meleleh dapat promo pilih lokal.. belum dicoba semoga enak
"Rasa  mah sudah pasti juara.
Sedikit kecewa aja sama ekspedisinya.
Padahal udah jelas² ada stiker Suzana nya, tapi tu paket handle with no care kayaknya soalnya pas dibuk..."
kirain hancur sampai ke pekan Alhamdulillah cuma bocor sikit untuk rasa jgn d tanya ge coklat ne muantapppp pecinta coklat wajib coba !!! sukses terus ya kak
berbeda banget ukuran saat live shoping di tokped, dengan barang yang di kirimkan.
semua yang saya kasih pada senang dan suka produk nya terimakasih sukses 
gadapet bonusannya masa. padahal pas live bilang bonus coklat yg  biji itu
Enak … rekomen 
enak enak enak
belum nyobain karena niat buat lebaran wkwkwk, tp secara pengiriman walaupun pake reguler ( hari) tetep aman coklat ga leleh dan packing bubble wrap super tebel
Rasanya seperti makan beng-beng, almondnya terlalu gosong ya?
"GILAK SI
BARU PESEN KEMAREN LUSA PAS LIVE BUAT KE BATAM
HARI INI DAH SAMPE DAN PACKINGNYA OKE BANGET, BUBBLE WRAPNYA TEBEL COOOY

INI BARU PERTAMA KALI PEN NYOBA DAN MAU..."
cookiesnya enak...renyah danga terlalu manis
sesuai pesan an packing aman sekali mantap rasa enakkk
coklatnya mantap, sehari nyampe paketnya. saat live bilangnya dpt bonus, tp kok gk ada
katanya dpt Free..mana Free y..saat nonton live yh .ahh bohong..mnding ga ush koar dpt Free..pdhal ga dpt
Menurut saya untuk yg cheese ini rasanya asin sekali, saya udh berharap untuk yg cheese rasanya seperti cream cheese ada asemnya gitu. Semoga kedepannya bisa dipertimbang...
Pengiriman cepat, Packing rapih dan paket sesuai pesanan
enak Alhamdulillah pas dapet harga diskonyang pasti enak rasanya
Pengiriman cepat sampai, sdh diterima dgn keadaan baik dan tidak ada yang rusak. Utk rasa belum dicoba. Semoga maknyus.
size nya aga kecil dari biasanya
enak rasanya dan kemasan aman
ada rasa asam di bagian cokelat nya
barang telah diterima dan sesuai dgn deskripsi. Tks ya
enak, dapet harga promo. mantab. jaga kualitas dan harga yg pantas. sukses terus
rasa enak, full cookies, coklatnya ada yg menggumpal mungkin bisa dikasih saran penyajian supaya tau cara biar coklatnya bisa leleh. dan terima kasih buat hadiahnya
Produk sesuai deskripsi & cocok rasanya krn coklatnya ga terlalu manis, dpt harga flash sale & pengiriman aman. Klo masalah kemasan yg susah dibuka, sbnrnya ada c...
enak banget dapat harga sangat murah
terlalu manis buat saya
enak
Enak. banget ga mau berhenti makannya..
enak rasanya
yaa.makanan yg barokah, sukses.dunia akherat ka najla
baru sekali beli tapi puas banget. semuanya enak. awalnya was was karena pengiriman jauh ke daerah jawa tengah, teryata aman banget. no. tumpah produknya. terimakasih
"dinding nya aja yg dibalurin...jdi seolah olah coklat atau cairan matcha banyak, snack na gk da matcha na, bagi aq snack na ke asinan yg da hipertensi hati"".... sbene..."
barang sesuai permintaan.. rasa enak.. okee
packingnya dijaga banget spy toples ga pecah, mudahan anaknya suka..makasih
Semoga bittersweet tambah berkah Aamiin
Keterlaluan enaknya, harus pesen lagiiihhh...
kurang pas aja di mulut saya
lama ga pesen ternyata tetep enak rasanya
kurang suka sama rasanya
Sampai Pekanbaru masih crunchy. Mantap
selalu enak ..
packing rapih & aman, rasanya mantabzzzz
mntap
cepet sampenya,asli aman packing no ambyar... rasa top bgt bikin ketagihan
Enak pisan, madepp gaming jiwa raga kami pokonamah
enak bgt,, rasa manisnya pas
Cepat, packing aman.... RasanyaMantabzzz
favorit bgt 
"pembelian ke 

sy dan anak² suka sekali"
Enak tapi sayang pas sampai bentuknya sudah berantakan
rasanya enak sekali
enak, anakku suka minta order lg
enakk sekaliii
bener bener dikasih pelayanan yang baik banget, top untuk tanggungjawabnya. terima kasih banyakk, sehat semuanya.
Sampai dg aman, blm dimakan
enaaaaaak
delivery sesuai info, packaging rapi jali, rasanya enak sekali..anak saya langsung buka brownbox keju..terimakasih ya .
"yg varian macha sori banget GA ENAK. 
tolong di remove aja deh dari menu. sumpah ga enak banget. Yang keju juga asiiiiiiin banget. 
bittersweer makin lama makin mahal por..."
Enak, rasa fav dr snacktok ya rasa baby joy. Packing aman jg. Nunggu promo lagi baru mau repeat order. Tp semenjak tiktokshope aktif lg jd jarang live di tokped ya ka
"mantul pesanan datang tepat waktu , terima kasih seller dan tokped 
maju terus pantang mundur"
enak banget..
super enak maknyus oke mantab asoy mantul okay mantab super okey asik asoy pokoknya
rasanya enak
sesuai deskripsi
baru cobain yg layer chocomilknya, kecewa sih, rasanya dominan kulit pastry, coklatnya ga berasa.kirain bakal kyk yg di foto perlayer coklatnya tebel, ternyata engga huhu...
favorit 
hauce
baru pertama kali nyoba sih tapi ini enak banget .
Cheese layer kurang enak kejunya. Matcha layer terlalu manis. Snacktok tiramisu oke. Yg enak yg choco hazelnut layer aja. Dapet emas ,satu g aja, padahal emasnya lebih be...
wow
rasa enak dapet harga murah lagi
oke enak
tiramisu nya enak tidak terlalu manis
enak
enakkkk
jujur..gak recommend pngiriman yg tdk instan krna membuat kuenya jd berantakan 
Paket dibanting oleh kurir
pertama beli, terimakasih enak sekali
Pengiriman cepat dan pengepakan rapi
Yg matcha enak, manisnya pas. Yg keju agak asin, tp overall enak. Pengemasan aman, Alhamdulillah layernya masih bagus waktu diterima.
paket sampe dengan aman,rasa nya enak
thx u bonus mini goldnya
"Rasanya renyah 
cokelatnya fulll
the best pokonya"
mantap cuyy
enakkkkkk
terlalu manis untuk yg biasa saja sama manis
enaak ... chruncy  dan manisnya pas dan pengiriman cepat
enaak bngt lho, harga diskon n berebut lg haha..thanks ya bittersweet by najla, makin laris n sering diskon donk
tumben ya kali ini layernya ga krispy...pdhl kangen bunyi kress nya wkt msk mulut.. tapi terhiburlah dgn lampiran small gold nya..tks ya bitter sweet
enak banget super lembutztt
barang datang dengan baik dan cepat. Dessert Box yang lezat dan manis
cepet bgt sampenyaaa. semoga enak
worth it bangettt, enak
Mantapp
barang datang dengan baik. Harga dan selera juga ok
"anak-anak saya suka. 
terima kasih kepada penjual untuk layanannya"
enak! pengiriman cepat! produk mantap!
Baru ini sii salah kirimmm, bundling yg  itu stunya dikirim cadburry pdhl bm bgtt matchaa dah bosennn bgt mkn yg cadburry soalny biasanya beli ga pernah slh kir...
Paling favourite aku
Aduuuh pikir harus PO  hari. Ternyata sampe udah
Pengiriman cepat dan pengepakan rapi
rasanya uenakkk bangett ... hadeuuhh jd mo pesen lagi 
kuenya enak, dilapisi bubble wrap tebal jd insyaallah aman. terima kasih bonusnya Alhamdulillah ya.
"proses sangat cepat, pengiriman sangat cepat. barang kualitas bagus
 puas bintang "
PO nya lama lebih dr  hari pesen tgl   baru dikirim mau dicancel udah diproses syukur sampenya ga lama n rasanya emang ga pernah ngecewain dapet diskon rb jd cuma...
"not found strawberry taste in red cake, too dry cake; downgrade than ""normal price quality. layer cheese also not found cheese, just margarine and salt"
manis nya pas, ga terlalu kemanisan, best bangett #localpride 
udah pasti enak sihh 
cepat dan packing rapih aman.... rasa mantabzzz
enaaaakk
enak, dapet harga promo, tunggu ada promo lagi
Enaknya kebangetan. Dapet hadiah emas lagi :)
"udah berkali"" nyoba snacktok enak banget, dan paling kaget ada emas di kemasan paling kaget dan wow mimpi apa aku 

thanks for bittersweet semoga berkah snacktok ny..."
suka bgt sama kombinasi ini
never doubt the flavor,,, bittersweet addict pokoknya,, thank you bittersweet team 
rasanya enakk, cokelatnya lumayan banyak juga, ga nyesel beli. snacktok nya udah masukin kulkas jadi foto bonusnya aja
terimakasih, semua easanya enak pengiriman juga cepat dan aman
Alhamdulillah. Sayangnya saya chat ke admin, gk di balas². sedangkan keterangan PO  hari, karena saya pesan buat hadiah ultah. Akhirnya nyampe sebelum tgl ultah.
snack teap pas lg ada tamu..mantab pula promonya
Makasih kak barang sudah sampai dengan selamat. packingnya aman banget. produk pas tidak ada yg kurang. belum cobain rasanya jadi belum tau enak atau nggaknya
enak banget, makasih
enaaaak banget, thanku
Packingan untuk pastry almondnya berantakan, packaging nya lengket kena coklat. Rasa brownis dan pastrynya kemanisan bikin eneg, snack koko krunch nya lumayan, tapi dimak...
Super enak, sampe lupa foto. heehe terit
Isiannya koclak (a/k tidak padat) lapisannya berantakan dalamnya ambyaaarrr,mungkin akibat pengirimannya yg ke goncang jd si desert boxnya berantakan isiannya ambyaarr.....
"Snacktok nya kemasannya kecil yaa.. trus isiannya kebanyakan cococrunch nya dari pada cookiesnya

Klo layer kacang Almondnya gosong jd pahit

Browboxnya yang Enak ras..."
terlalu manis
enakkk sudah kesekian kali order
enakkk
enak bgt plisss
